Scan:     22 RXSJ011848.2+383 2015-10-21 +02 22 53.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -183.9568846653335186     -0.0157279
    -183.3537828379754160      0.0097171
    -182.7506785826084013      0.0059836
    -182.1475718991659107     -0.0042215
    -181.5444627876479728     -0.0002917
    -180.9413512479546853      0.0082618
    -180.3382372802192037     -0.0037403
    -179.7351208843416828     -0.0068049
    -179.1320020603554042     -0.0204095
    -178.5288808081605225     -0.0028187
    -177.9257571278236014     -0.0057569
    -177.3226310193113591     -0.0071224
    -176.7195024825904852      0.0058546
    -176.1163715176277265     -0.0120898
    -175.5132381244896749     -0.0096762
    -174.9101023030763997     -0.0116736
    -174.3069640534212397     -0.0099665
    -173.7038233754909413     -0.0169178
    -173.1006802692521660     -0.0003020
    -172.4975347347381671      0.0039096
    -171.8943867719157765     -0.0066971
    -171.2912363807515987     -0.0148862
    -170.6880835611791269     -0.0131308
    -170.0849283133314884     -0.0030990
    -169.4817706370755275     -0.0161464
    -168.8786105324445259     -0.0124925
    -168.2754479993719485      0.0038831
    -167.6722830379243305     -0.0038369
    -167.0691156480351367      0.0141527
    -166.4659458297043386      0.0175878
    -165.8627735828986545     -0.0020324
    -165.2595989075848308     -0.0022205
    -164.6564218037961211      0.0082077
    -164.0532422715324969      0.0002132
    -163.4500603107274515      0.0013121
    -162.8468759213477028     -0.0004541
    -162.2436891034597579      0.0129007
    -161.6404998570303633     -0.0033655
    -161.0373081819929837     -0.0028771
    -160.4341140783143089     -0.0073820
    -159.8309175460941560      0.0069749
    -159.2277185852327364     -0.0030394
    -158.6245171957299931     -0.0089700
    -158.0213133775859831     -0.0048010
    -157.4181071307341142      0.0028130
    -156.8148984552076399      0.0106118
    -156.2116873510398705      0.0019800
    -155.6084738181309604     -0.0070126
    -155.0052578564143460     -0.0089534
    -154.4020394660564079     -0.0151332
    -153.7988186469240759     -0.0039094
    -153.1955953990172929      0.0021638
    -152.5923697222694955     -0.0012941
    -151.9891416167805858     -0.0036966
    -151.3859110824839433     -0.0015362
    -150.7826781193462864     -0.0059245
    -150.1794427273011081     -0.0031854
    -149.5762049064814505      0.0021327
    -148.9729646567542432      0.0007540
    -148.3697219781527394     -0.0007835
    -147.7664768706437144     -0.0031829
    -147.1632293341938009     -0.0004875
    -146.5599793688363661     -0.0146459
    -145.9567269745380429     -0.0027609
    -145.3534721512656063      0.0050307
    -144.7502148989857176      0.0065294
    -144.1469552177649973      0.0011483
    -143.5436931075368818      0.0130021
    -142.9404285682680609      0.0052969
    -142.3371615999252242     -0.0027567
    -141.7338922025749923     -0.0009662
    -141.1306203761840550      0.0003165
    -140.5273461207191588     -0.0003629
    -139.9240694361469650     -0.0004235
    -139.3207903224009385      0.0056017
    -138.7175087795809247     -0.0003084
    -138.1142248076536703     -0.0098702
    -137.5109384065525546      0.0044686
    -136.9076495762443528      0.0090138
    -136.3043583167955717      0.0065552
    -135.7010646281397044      0.0030615
    -135.0977685103099475      0.0034211
    -134.4944699631732590      0.0122671
    -133.8911689868627377     -0.0044270
    -133.2878655812785098     -0.0083028
    -132.6845597464206037      0.0072475
    -132.0812514823223012      0.0094689
    -131.4779407888171932     -0.0045769
    -130.8746276661049421     -0.0107374
    -130.2713121140191390      0.0047521
    -129.6679941326264043     -0.0066119
    -129.0646737217935538      0.0013364
    -128.4613508816537149     -0.0069298
    -127.8580256121403664      0.0037865
    -127.2546979131869023     -0.0134400
    -126.6513677847933224     -0.0035395
    -126.0480352270262188     -0.0061829
    -125.4447002397857318     -0.0083699
    -124.8413628231051433      0.0015652
    -124.2380229769511431     -0.0085815
    -123.6346807012572100     -0.0146670
    -123.0313359960898794     -0.0153717
    -122.4279888614158835      0.0196506
    -121.8246392972352226      0.0062877
    -121.2212873034147407      0.0122424
    -120.6179328800875936      0.0071427
    -120.0145760272204996     -0.0050223
    -119.4112167447135846      0.0046624
    -118.8078550325668630     -0.0059953
    -118.2044908908469267     -0.0125095
    -117.6011243195204372      0.0074274
    -116.9977553184876058     -0.0068474
    -116.3943838877816574      0.0241823
    -115.7910100274359166      0.0125778
    -115.1876337373838055      0.0179527
    -114.5842550176253098      0.0132040
    -113.9808738681604439      0.0014859
    -113.3774902888893621      0.0192781
    -112.7741042799118958      0.0015930
    -112.1707158411614955      0.0055710
    -111.5673249726381613      0.0056407
    -110.9639316742753010     -0.0029749
    -110.3605359461395068      0.0099368
    -109.7571377881642292      0.0212276
    -109.1537372003494113      0.0109132
    -108.5503341826618140     -0.0061371
    -107.9469287351014373     -0.0048727
    -107.3435208577015345      0.0092317
    -106.7401105503622887      0.0032004
    -106.1366978131502350      0.0083697
    -105.5332826459322746      0.0064919
    -104.9298650488082245     -0.0031407
    -104.3264450217448029     -0.0009647
    -103.7230225647087707     -0.0172325
    -103.1195976776335073     -0.0057322
    -102.5161703605856047      0.0052506
