Scan:    605 RXSJ225148.5+341 2015-10-27 +21 26 58.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -323.8191845669250029     -0.0097777
    -323.2166301399647068     -0.0097615
    -322.6140732882905695      0.0016167
    -322.0115140118027171      0.0118301
    -321.4089523105345165     -0.0065078
    -320.8063881843528407      0.0010976
    -320.2038216334239564     -0.0023900
    -319.6012526576149639      0.0107723
    -318.9986812568923256      0.0155672
    -318.3961074313560289      0.0008060
    -317.7935311809062000     -0.0040062
    -317.1909525055761492     -0.0003871
    -316.5883714052326923     -0.0115105
    -315.9857878800423236     -0.0025727
    -315.3832019298718023     -0.0005851
    -314.7806135547212421     -0.0040968
    -314.1780227545572757     -0.0179418
    -313.5754295294132135      0.0030898
    -312.9728338792890554     -0.0075696
    -312.3702358041182379      0.0048572
    -311.7676353038674506     -0.0002266
    -311.1650323786365675      0.0067706
    -310.5624270282925181     -0.0152528
    -309.9598192528351888     -0.0128253
    -309.3572090522979465     -0.0155863
    -308.7545964266807346      0.0041535
    -308.1519813759169892     -0.0156969
    -307.5493638999735140     -0.0104212
    -306.9467439988834485     -0.0008778
    -306.3441216726469065     -0.0086243
    -305.7414969212305778     -0.0015655
    -305.1388697445345315      0.0061824
    -304.5362401426920655      0.0157025
    -303.9336081156031923      0.0161898
    -303.3309736632346585      0.0150303
    -302.7283367856530845      0.0043319
    -302.1256974827918498      0.0078431
    -301.5230557546176442      0.0041631
    -300.9204116011305814     -0.0004362
    -300.3177650223304909      0.0032867
    -299.7151160182175431      0.0007657
    -299.1124645887583711      0.0120719
    -298.5098107338531008      0.0027359
    -297.9071544536681699      0.0046687
    -297.3044957480704511      0.0042934
    -296.7018346170600012     -0.0190133
    -296.0991710605701996     -0.0039932
    -295.4965050787009204     -0.0105867
    -294.8938366713522328      0.0033177
    -294.2911658385242504     -0.0058049
    -293.6884925802501130     -0.0023910
    -293.0858168964966808     -0.0032317
    -292.4831387871973334     -0.0056712
    -291.8804582523520708      0.0089020
    -291.2777752920275134      0.0013470
    -290.6750899061236169      0.0006833
    -290.0724020946406654      0.0020264
    -289.4697118575451213      0.0002516
    -288.8670191949037189     -0.0120342
    -288.2643241066498376     -0.0023607
    -287.6616265927169138     -0.0058029
    -287.0589266531713974     -0.0001656
    -286.4562242879802625      0.0092983
    -285.8535194971432816      0.0085815
    -285.2508122805273842      0.0240761
    -284.6481026382990080      0.0111621
    -284.0453905703250257      0.0074102
    -283.4426760766387474      0.0001629
    -282.8399591571402425     -0.0044192
    -282.2372398119626382     -0.0049218
    -281.6345180409729210      0.0033735
    -281.0317938442042873     -0.0048612
    -280.4290672215901736     -0.0049382
    -279.8263381732304538     -0.0161772
    -279.2236066989919436     -0.0174419
    -278.6208727989079534     -0.0038954
    -278.0181364729785969     -0.0022963
    -277.4153977211703932      0.0248014
    -276.8126565434835129      0.0122607
    -276.2099129398512218     -0.0055224
    -275.6071669103068871      0.0072551
    -275.0044184548506223     -0.0085690
    -274.4016675734489468     -0.0111750
    -273.7989142660354105     -0.0020451
    -273.1961585327098305     -0.0032858
