Scan:    530 SDSSJ001847.44+3 2015-10-27 +06 05 00.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
     456.1017169412422163     -0.0014584
     456.7074123338055074      0.0036424
     457.3131101701874854      0.0058860
     457.9188104503214731      0.0119568
     458.5245131742741478      0.0026183
     459.1302183420454526      0.0086602
     459.7359259535687670      0.0003699
     460.3416360089773889     -0.0015986
     460.9473485082045840     -0.0049441
     461.5530634513170298     -0.0186669
     462.1587808382481057     -0.0078002
     462.7645006691974459     -0.0046700
     463.3702229438989093      0.0023361
     463.9759476626853143      0.0080936
     464.5816748252903494      0.0006711
     465.1874044319137624      0.0052642
     465.7931364824223124      0.0011191
     466.3988709769492402     -0.0034755
     467.0046079154944891     -0.0007246
     467.6103472980581159     -0.0157721
     468.2160891246400638     -0.0124618
     468.8218333952403327     -0.0051171
     469.4275801099255432      0.0012952
     470.0333292686290747      0.0026985
     470.6390808714840546     -0.0055563
     471.2448349184240328      0.0102528
     471.8505914094488389     -0.0076248
     472.4563503446251502     -0.0145851
     473.0621117238864031     -0.0080314
     473.6678755474322315     -0.0024896
     474.2736418149963811     -0.0041219
     474.8794105269117267      0.0201618
     475.4851816829120139      0.0092128
     476.0909552831968767     -0.0070970
     476.6967313276331879      0.0113424
     477.3025098164207520     -0.0160303
     477.9082907493597645     -0.0152794
     478.5140741267165367     -0.0029828
     479.1198599482247573     -0.0010388
     479.7256482140841740     -0.0132183
     480.3314389242947300     -0.0073435
     480.9372320787899753      0.0046404
     481.5430276777028666      0.0027771
     482.1488257209670110     -0.0115411
     482.7546262086489151     -0.0218403
     483.3604291406153948      0.0055803
     483.9662345170661411      0.0041592
     484.5720423379347039      0.0010483
     485.1778526032875334      0.0075352
     485.7836653129916158      0.0039501
     486.3894804671799648     -0.0087821
     486.9952980659192008     -0.0042318
     487.6011181091427034     -0.0125039
     488.2069405968505862     -0.0051428
     488.8127655291092992      0.0063012
